SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Townhouse,1912 S State St,Seattle,WA,98144,624995,3,2.0,Beacon Hill,1225,612,2023,1,510,121,Active,November-23-2024 11:00 AM,November-23-2024 01:00 PM,https://www.redfin.com/WA/Unknown/1912-S-State-St-Unknown/home/185891235,NWMLS as Distributed by MLS Grid,2312473,N,Y,47.58791,-122.307886
MLS Listing,,Townhouse,3817 W 34th Ave Unit A,Seattle,WA,98199,920000,3,2.5,Magnolia,1670,1058,2019,1,551,,Active,November-23-2024 11:00 AM,November-23-2024 01:00 PM,https://www.redfin.com/WA/Seattle/3817-34th-Ave-W-98199/unit-A/home/169558225,NWMLS as Distributed by MLS Grid,2312280,N,Y,47.6547627,-122.4015129
MLS Listing,,Townhouse,921 N 35th St Unit A,Seattle,WA,98103,949998,3,2.5,Fremont,1730,1307,2004,1,549,,Active,November-23-2024 12:00 PM,November-23-2024 03:00 PM,https://www.redfin.com/WA/Seattle/921-N-35th-St-98103/unit-A/home/2077406,NWMLS as Distributed by MLS Grid,2310427,N,Y,47.6498807,-122.346251
MLS Listing,,Townhouse,1466 B 21st Ave,Seattle,WA,98122,825000,3,2.0,Capitol Hill,1229,764,2024,1,671,38,Active,November-24-2024 10:00 AM,November-24-2024 12:00 PM,https://www.redfin.com/WA/Seattle/1466-21st-Ave-98122/home/188928786,NWMLS as Distributed by MLS Grid,2311890,N,Y,47.6149819,-122.3045885
MLS Listing,,Townhouse,1422 25th Ave Unit A,Seattle,WA,98122,899000,3,3.5,Madison Valley,1820,2053,2004,1,494,,Active,November-23-2024 02:00 PM,November-23-2024 05:00 PM,https://www.redfin.com/WA/Seattle/1422-25th-Ave-98122/unit-A/home/146924,NWMLS as Distributed by MLS Grid,2312111,N,Y,47.6136293,-122.2998294
MLS Listing,,Single Family Residential,10664 Riviera Pl NE,Seattle,WA,98125,2494000,3,3.0,Matthews Beach,2640,6270,1934,1,945,,Active,November-24-2024 11:00 AM,November-24-2024 01:00 PM,https://www.redfin.com/WA/Seattle/10664-Riviera-Pl-NE-98125/home/319318,NWMLS as Distributed by MLS Grid,2312262,N,Y,47.7076528,-122.2752849
MLS Listing,,Single Family Residential,2439 Piedmont Pl W,Seattle,WA,98199,1748500,3,2.5,Magnolia,2620,3012,1989,2,667,,Active,November-23-2024 11:00 AM,November-23-2024 01:00 PM,https://www.redfin.com/WA/Seattle/2439-Piedmont-Pl-W-98199/home/127437,NWMLS as Distributed by MLS Grid,2310139,N,Y,47.6407477,-122.4032096
MLS Listing,,Single Family Residential,2280 NE 60th,Seattle,WA,98115,1100000,3,2.0,Ravenna,2280,4720,1927,2,482,,Active,November-23-2024 01:30 PM,November-23-2024 04:00 PM,https://www.redfin.com/WA/Seattle/2280-NE-60th-St-98115/home/307815,NWMLS as Distributed by MLS Grid,2311606,N,Y,47.6722805,-122.3024074
MLS Listing,,Single Family Residential,7538 28th Ave SW,Seattle,WA,98126,795000,3,2.0,West Seattle,1850,5166,1955,3,430,,Active,,,https://www.redfin.com/WA/Seattle/7538-28th-Ave-SW-98126/home/471989,NWMLS as Distributed by MLS Grid,2311642,N,Y,47.5346039,-122.3682117
MLS Listing,,Townhouse,2311 N 113th Pl Unit A,Seattle,WA,98133,580000,3,2.0,Northgate,1320,1272,2015,3,439,,Active,November-23-2024 12:00 PM,November-23-2024 02:00 PM,https://www.redfin.com/WA/Seattle/2311-N-113th-Pl-98133/unit-A/home/69356565,NWMLS as Distributed by MLS Grid,2311387,N,Y,47.7105473,-122.3308044
MLS Listing,,Townhouse,529 22nd Ave,Seattle,WA,98122,799950,3,2.5,Central Area,1511,1225,2024,4,529,,Active,November-24-2024 01:00 PM,November-24-2024 03:00 PM,https://www.redfin.com/WA/Seattle/529-22nd-Ave-98122/home/193618565,NWMLS as Distributed by MLS Grid,2311677,N,Y,47.6068852,-122.3038008
MLS Listing,,Townhouse,729 16th Ave Unit B,Seattle,WA,98122,983000,3,2.5,Central Area,1926,1526,2009,6,510,,Active,November-23-2024 12:00 PM,November-23-2024 02:00 PM,https://www.redfin.com/WA/Seattle/729-16th-Ave-98122/unit-B/home/22230156,NWMLS as Distributed by MLS Grid,2310146,N,Y,47.6088212,-122.3117349
MLS Listing,,Single Family Residential,8451 42nd Ave SW,Seattle,WA,98136,2125000,3,3.5,Fauntleroy,3100,7600,2024,6,685,,Active,,,https://www.redfin.com/WA/Seattle/8451-42nd-Ave-SW-98136/home/157748,NWMLS as Distributed by MLS Grid,2311348,N,Y,47.5273898,-122.3850987
MLS Listing,,Single Family Residential,4216 Latona Ave NE,Seattle,WA,98105,1429000,3,3.0,Wallingford,1900,1816,2024,7,752,52,Active,November-22-2024 03:00 PM,November-22-2024 05:00 PM,https://www.redfin.com/WA/Seattle/4216-Latona-Ave-NE-98105/home/193545234,NWMLS as Distributed by MLS Grid,2311316,N,Y,47.6582246,-122.3249107
MLS Listing,,Townhouse,917 14th Ave Unit B,Seattle,WA,98122,989000,3,2.0,Central Area,1556,991,2016,7,636,,Active,November-23-2024 12:00 PM,November-23-2024 02:00 PM,https://www.redfin.com/WA/Seattle/917-14th-Ave-98122/unit-B/home/107394331,NWMLS as Distributed by MLS Grid,2310971,N,Y,47.6109712,-122.3143879
MLS Listing,,Condo/Co-op,5539 34th Ave NE,Seattle,WA,98105,834800,3,2.0,Bryant,1284,1074,2024,7,650,18,Active,,,https://www.redfin.com/WA/Seattle/5539-34th-Ave-NE-98105/home/193057867,NWMLS as Distributed by MLS Grid,2311130,N,Y,47.6696898,-122.2917671
MLS Listing,,Single Family Residential,5526 20th Ave S,Seattle,WA,98108,850000,3,2.0,Beacon Hill,1652,4000,1908,7,515,,Active,,,https://www.redfin.com/WA/Seattle/5526-20th-Ave-S-98108/home/481418,NWMLS as Distributed by MLS Grid,2310993,N,Y,47.5526014,-122.307063
MLS Listing,,Townhouse,4333 9th Ave NE Unit C,Seattle,WA,98105,689000,3,2.0,University District,1000,736,2009,7,689,,Active,,,https://www.redfin.com/WA/Seattle/4333-9th-Ave-NE-98105/unit-C/home/22527241,NWMLS as Distributed by MLS Grid,2310687,N,Y,47.6604378,-122.3191702
MLS Listing,,Townhouse,3623 13th Ave W,Seattle,WA,98119,1395000,3,2.5,Queen Anne,2144,1415,2024,8,651,,Active,November-23-2024 12:00 PM,November-23-2024 02:00 PM,https://www.redfin.com/WA/Seattle/3623-13th-Ave-W-98119/home/131002,NWMLS as Distributed by MLS Grid,2310876,N,Y,47.6528958,-122.37387
MLS Listing,,Townhouse,2014 Franklin Ave E Unit B,Seattle,WA,98102,1275000,3,2.5,Eastlake,1828,850,2024,8,697,,Active,November-23-2024 01:00 PM,November-23-2024 03:00 PM,https://www.redfin.com/WA/Seattle/2014-Franklin-Ave-E-98102/unit-B/home/193529783,NWMLS as Distributed by MLS Grid,2310134,N,Y,47.6372948,-122.3244775
MLS Listing,,Single Family Residential,2631 58th Ave SW Unit A,Seattle,WA,98116,999000,3,2.5,Alki,1386,844,2024,8,721,,Active,,,https://www.redfin.com/WA/Seattle/2631-58th-Ave-SW-98116/unit-A/home/193528626,NWMLS as Distributed by MLS Grid,2310182,N,Y,47.5798472,-122.4064416
MLS Listing,,Condo/Co-op,2510 6th Ave #3506,Seattle,WA,98121,3900000,3,3.5,Denny Triangle,2616,,2021,8,1491,2580,Active,,,https://www.redfin.com/WA/Seattle/2510-6th-Ave-98121/unit-3506/home/187823828,NWMLS as Distributed by MLS Grid,2308177,N,Y,47.6182832,-122.344644
MLS Listing,,Townhouse,11831 59th Ave S Unit C,Seattle,WA,98178,745000,3,2.5,Seattle,1315,16322,2024,8,567,81,Active,November-24-2024 12:00 PM,November-24-2024 02:00 PM,https://www.redfin.com/WA/Seattle/11831-59th-Ave-S-98178/unit-C/home/193527536,NWMLS as Distributed by MLS Grid,2310722,N,Y,47.4966887,-122.259995
MLS Listing,,Single Family Residential,4722 37th Ave SW,Seattle,WA,98126,998500,3,2.5,West Seattle,1626,6038,2024,8,614,1,Active,,,https://www.redfin.com/WA/Seattle/4722-37th-Ave-SW-98126/home/471662,NWMLS as Distributed by MLS Grid,2310811,N,Y,47.5603346,-122.3785292
MLS Listing,,Single Family Residential,14516 Dayton Ave N,Shoreline,WA,98133,825000,3,2.0,Westminster,1300,7534,1948,8,635,,Active,November-23-2024 10:00 AM,November-23-2024 01:00 PM,https://www.redfin.com/WA/Shoreline/14516-Dayton-Ave-N-98133/home/81977,NWMLS as Distributed by MLS Grid,2310690,N,Y,47.7346469,-122.3527891
MLS Listing,,Townhouse,1007 E Lynn,Seattle,WA,98102,950000,3,2.0,Capitol Hill,1440,1732,2019,8,660,,Active,November-23-2024 11:00 AM,November-23-2024 02:00 PM,https://www.redfin.com/WA/Seattle/1007-E-Lynn-St-98102/home/145708806,NWMLS as Distributed by MLS Grid,2308504,N,Y,47.6394265,-122.3197729
MLS Listing,,Condo/Co-op,6616 43rd Ave S,Seattle,WA,98118,849000,3,2.5,Brighton,1360,,1953,9,624,,Active,,,https://www.redfin.com/WA/Seattle/6616-43rd-Ave-S-98118/home/173881,NWMLS as Distributed by MLS Grid,2310030,N,Y,47.54278,-122.279439
MLS Listing,,Townhouse,8503 31st Ave NW,Seattle,WA,98117,975000,3,3.5,North Beach,1630,756,2016,9,598,,Active,November-23-2024 11:00 AM,November-23-2024 01:00 PM,https://www.redfin.com/WA/Seattle/8503-31st-Ave-NW-98117/home/109311871,NWMLS as Distributed by MLS Grid,2310676,N,Y,47.6907816,-122.3972083
MLS Listing,,Townhouse,117 22nd Ave Unit B,Seattle,WA,98122,874950,3,3.0,Central Area,1600,3600,2024,9,547,,Active,,,https://www.redfin.com/WA/Seattle/117-22nd-Ave-98122/unit-B/home/193518065,NWMLS as Distributed by MLS Grid,2310260,N,Y,47.6022213,-122.3040208
MLS Listing,,Single Family Residential,9315 California Ave SW,Seattle,WA,98136,1400000,3,2.5,Fauntleroy,2760,5000,1975,9,507,,Active,,,https://www.redfin.com/WA/Seattle/9315-California-Ave-SW-98136/home/158669,NWMLS as Distributed by MLS Grid,2310126,N,Y,47.5197075,-122.3876972
MLS Listing,,Single Family Residential,332 NE 53rd St,Seattle,WA,98105,1055000,3,2.5,Green Lake,1500,6120,1916,9,703,,Active,November-23-2024 01:00 PM,November-23-2024 03:00 PM,https://www.redfin.com/WA/Seattle/332-NE-53rd-St-98105/home/304460,NWMLS as Distributed by MLS Grid,2301863,N,Y,47.6673841,-122.3241467
MLS Listing,,Single Family Residential,12807 Ashworth Ave N,Seattle,WA,98133,629950,3,2.0,Haller Lake,1090,1972,2024,9,578,4,Active,,,https://www.redfin.com/WA/Seattle/12807-Ashworth-Ave-N-98133/home/192637928,NWMLS as Distributed by MLS Grid,2310540,N,Y,47.7223,-122.3399457
MLS Listing,,Townhouse,9939 14th Ave S Unit A-1,Seattle,WA,98108,679888,3,3.5,Seattle,1997,3321,2024,9,340,100,Active,November-24-2024 01:00 PM,November-24-2024 04:00 PM,https://www.redfin.com/WA/Seattle/9939-14th-Ave-S-98108/unit-A-1/home/193515767,NWMLS as Distributed by MLS Grid,2310013,N,Y,47.5148322,-122.3182577
MLS Listing,,Townhouse,9518 Interlake Ave N,Seattle,WA,98103,699950,3,2.0,Licton Springs,1366,591,2024,10,512,,Active,November-23-2024 10:00 AM,November-23-2024 12:00 PM,https://www.redfin.com/WA/Seattle/9518-Interlake-Ave-N-98103/home/190998375,NWMLS as Distributed by MLS Grid,2306492,N,Y,47.6984647,-122.3405333
MLS Listing,,Townhouse,1223 Taylor Ave N Unit C,Seattle,WA,98109,1029950,3,2.0,Queen Anne,1572,1144,2023,10,655,,Active,November-24-2024 02:00 PM,November-24-2024 04:00 PM,https://www.redfin.com/WA/Seattle/1223-Taylor-Ave-N-98109/unit-C/home/190292148,NWMLS as Distributed by MLS Grid,2310222,N,Y,47.6305059,-122.3466463
MLS Listing,,Condo/Co-op,4337 30th Ave W,Seattle,WA,98199,1469950,3,3.5,Magnolia,2002,1,2024,10,734,1,Active,November-23-2024 12:00 PM,November-23-2024 02:00 PM,https://www.redfin.com/WA/Seattle/4337-30th-Ave-W-98199/home/192459921,NWMLS as Distributed by MLS Grid,2310159,N,Y,47.6595645,-122.3965143
MLS Listing,,Townhouse,743 94th St N Unit B,Seattle,WA,98103,635000,3,2.5,Seattle,1230,1177,2006,10,516,,Active,,,https://www.redfin.com/WA/Seattle/743-N-94th-St-98103/unit-B/home/8189121,NWMLS as Distributed by MLS Grid,2309827,N,Y,47.696779,-122.3479943
MLS Listing,,Single Family Residential,13026 1st Ave NE,Seattle,WA,98125,969000,3,2.0,Haller Lake,2350,8080,1930,10,412,,Active,November-22-2024 03:00 PM,November-22-2024 05:00 PM,https://www.redfin.com/WA/Seattle/13026-1st-Ave-NE-98125/home/102291,NWMLS as Distributed by MLS Grid,2309271,N,Y,47.7239707,-122.3285713
MLS Listing,,Townhouse,307 N 138th St Unit A,Seattle,WA,98133,749950,3,2.5,Bitter Lake,1479,879,2023,11,507,,Active,,,https://www.redfin.com/WA/Seattle/307-N-138th-St-98133/unit-A/home/190403260,NWMLS as Distributed by MLS Grid,2304557,N,Y,47.7294506,-122.3549805
MLS Listing,,Single Family Residential,331 S 106th St,Seattle,WA,98168,565000,3,2.0,Seattle,1140,5180,1950,13,496,,Active,,,https://www.redfin.com/WA/Seattle/331-S-106th-St-98168/home/180800,NWMLS as Distributed by MLS Grid,2307326,N,Y,47.5088809,-122.3285034
MLS Listing,,Single Family Residential,2309 NW 90th St,Seattle,WA,98117,1595000,3,3.0,Olympic Manor,2860,6750,1957,13,558,13,Active,November-24-2024 12:00 PM,November-24-2024 02:00 PM,https://www.redfin.com/WA/Seattle/2309-NW-90th-St-98117/home/289040,NWMLS as Distributed by MLS Grid,2306468,N,Y,47.6939557,-122.3855071
MLS Listing,,Single Family Residential,3311 25th Ave S,Seattle,WA,98144,698250,3,2.0,Beacon Hill,2290,3760,1908,13,305,,Active,November-24-2024 12:00 PM,November-24-2024 02:00 PM,https://www.redfin.com/WA/Seattle/3311-25th-Ave-S-98144/home/169256,NWMLS as Distributed by MLS Grid,2309430,N,Y,47.5736804,-122.3009604
MLS Listing,,Townhouse,3258 21st Ave W,Seattle,WA,98199,925000,3,2.5,Magnolia,1497,750,2024,14,618,,Active,November-22-2024 02:00 PM,November-22-2024 04:00 PM,https://www.redfin.com/WA/Seattle/3258-21st-Ave-W-98199/home/193469112,NWMLS as Distributed by MLS Grid,2309611,N,Y,47.6501599,-122.383026
MLS Listing,,Townhouse,9444 20th Ave SW,Seattle,WA,98106,499000,3,2.0,Highland Park,971,681,2022,14,514,,Active,November-24-2024 10:00 AM,November-24-2024 12:00 PM,https://www.redfin.com/WA/Seattle/9444-20th-Ave-SW-98106/home/184017814,NWMLS as Distributed by MLS Grid,2308512,N,Y,47.5178507,-122.358751
MLS Listing,,Townhouse,1506 Bradner Pl S,Seattle,WA,98144,854800,3,3.5,Mt Baker,1892,1166,2017,14,452,,Active,,,https://www.redfin.com/WA/Seattle/1506-Bradner-Pl-S-98144/home/113995008,NWMLS as Distributed by MLS Grid,2309452,N,Y,47.5892118,-122.2956487
MLS Listing,,Condo/Co-op,1301 Spring St Unit 21I,Seattle,WA,98104,1350000,3,2.0,Downtown,1845,,1982,14,732,2556,Active,November-23-2024 11:00 AM,November-23-2024 01:00 PM,https://www.redfin.com/WA/Seattle/1301-Spring-St-98104/unit-21I/home/28323,NWMLS as Distributed by MLS Grid,2309359,N,Y,47.6110547,-122.3225259
MLS Listing,,Single Family Residential,2668 13th Ave W,Seattle,WA,98119,999000,3,1.5,Queen Anne,1900,4721,1946,14,526,,Active,November-23-2024 12:00 PM,November-23-2024 02:00 PM,https://www.redfin.com/WA/Seattle/2668-13th-Ave-W-98119/home/130752,NWMLS as Distributed by MLS Grid,2307666,N,Y,47.6445394,-122.3726807
MLS Listing,,Single Family Residential,5550 15th Ave S Unit B,Seattle,WA,98108,799950,3,2.5,Beacon Hill,1797,1701,2016,14,445,,Active,,,https://www.redfin.com/WA/Seattle/5550-15th-Ave-S-98108/unit-B/home/106725392,NWMLS as Distributed by MLS Grid,2308505,N,Y,47.5519115,-122.3130883
MLS Listing,,Townhouse,219 SW 110th St #3,Seattle,WA,98146,649000,3,2.5,North Burien,2219,55095,2005,14,292,305,Active,,,https://www.redfin.com/WA/Seattle/219-SW-110th-St-98146/unit-3/home/2089913,NWMLS as Distributed by MLS Grid,2309187,N,Y,47.5047108,-122.3369504
MLS Listing,,Townhouse,2706 5th Ave W,Seattle,WA,98119,975000,3,2.0,Queen Anne,1322,1132,2024,14,738,79,Active,,,https://www.redfin.com/WA/Seattle/2706-5th-Ave-W-98119/home/193451587,NWMLS as Distributed by MLS Grid,2309209,N,Y,47.6442252,-122.3633392
MLS Listing,,Townhouse,6514 29th Ave SW,Seattle,WA,98126,699000,3,3.5,High Point,1554,1397,2012,14,450,342,Active,November-22-2024 01:00 AM,November-22-2024 03:00 PM,https://www.redfin.com/WA/Seattle/6514-29th-Ave-SW-98126/home/18661966,NWMLS as Distributed by MLS Grid,2308930,N,Y,47.5442444,-122.3688164
MLS Listing,,Single Family Residential,3020 4th Ave W Unit B,Seattle,WA,98119,895000,3,2.0,Queen Anne,1260,862,2022,15,710,,Active,,,https://www.redfin.com/WA/Seattle/3020-4th-Ave-W-98119/unit-B/home/182047228,NWMLS as Distributed by MLS Grid,2308987,N,Y,47.6473178,-122.361941
MLS Listing,,Townhouse,1727 25th Ave Unit B,Seattle,WA,98112,1049900,3,2.5,Madison Valley,1519,1035,2024,15,691,,Active,November-23-2024 12:00 PM,November-23-2024 04:00 PM,https://www.redfin.com/WA/Seattle/1727-25th-Ave-98122/unit-B/home/193447412,NWMLS as Distributed by MLS Grid,2306762,N,Y,47.6172677,-122.3004275
MLS Listing,,Single Family Residential,3810 Densmore Ave N,Seattle,WA,98103,1350000,3,2.0,Wallingford,2050,7182,1900,16,659,,Active,,,https://www.redfin.com/WA/Seattle/3810-Densmore-Ave-N-98103/home/119083,NWMLS as Distributed by MLS Grid,2308568,N,Y,47.6535206,-122.3371924
MLS Listing,,Townhouse,504 N 48th St,Seattle,WA,98103,1239000,3,2.5,Fremont,1719,1275,2024,16,721,,Active,November-23-2024 10:00 AM,November-23-2024 12:00 PM,https://www.redfin.com/WA/Seattle/504-N-48th-St-98103/home/182033740,NWMLS as Distributed by MLS Grid,2308706,N,Y,47.663882,-122.352345
MLS Listing,,Single Family Residential,8328 26th Ave NW,Seattle,WA,98117,749950,3,2.0,Loyal Heights,1059,1654,2024,17,708,35,Active,November-23-2024 11:00 AM,November-23-2024 01:00 PM,https://www.redfin.com/WA/Seattle/8328-26th-Avenue-NW-98117/home/193424434,NWMLS as Distributed by MLS Grid,2308503,N,Y,47.6898884,-122.3895185
MLS Listing,,Townhouse,723 Harvard Ave E,Seattle,WA,98102,3398000,3,3.5,Capitol Hill,3890,2992,2006,17,874,1450,Active,,,https://www.redfin.com/WA/Seattle/723-Harvard-Ave-E-98102/home/12088520,NWMLS as Distributed by MLS Grid,2308240,N,Y,47.6258047,-122.3227393
MLS Listing,,Townhouse,2021 W Bertona,Seattle,WA,98199,1069999,3,2.5,Magnolia,1816,750,2024,18,589,,Active,November-22-2024 02:00 PM,November-22-2024 04:00 PM,https://www.redfin.com/WA/Seattle/2021-W-Bertona-St-98199/home/190258468,NWMLS as Distributed by MLS Grid,2307500,N,Y,47.6501746,-122.3830331
MLS Listing,,Single Family Residential,7314 48th Ave NE,Seattle,WA,98115,1875000,3,3.5,View Ridge,2310,6489,1944,19,812,,Active,,,https://www.redfin.com/WA/Seattle/7314-48th-Ave-NE-98115/home/322032,NWMLS as Distributed by MLS Grid,2307864,N,Y,47.6816581,-122.2762064
MLS Listing,,Single Family Residential,920 16th Ave Unit A,Seattle,WA,98122,1275000,3,2.5,Central Area,1750,1151,2024,21,729,,Active,,,https://www.redfin.com/WA/Seattle/920-16th-Ave-98122/unit-A/home/193391429,NWMLS as Distributed by MLS Grid,2307630,N,Y,47.6110873,-122.3111511
MLS Listing,,Single Family Residential,922 16th Ave Unit C,Seattle,WA,98122,1195000,3,2.0,Central Area,1713,1927,2024,21,698,,Active,,,https://www.redfin.com/WA/Seattle/922-16th-Ave-98122/unit-C/home/193391428,NWMLS as Distributed by MLS Grid,2307646,N,Y,47.6110812,-122.3112878
MLS Listing,,Single Family Residential,937 W Emerson St,Seattle,WA,98119,825000,3,2.0,Queen Anne,1720,4400,1907,21,480,,Active,,,https://www.redfin.com/WA/Seattle/937-W-Emerson-St-98119/home/129405,NWMLS as Distributed by MLS Grid,2305894,N,Y,47.652583,-122.3704818
MLS Listing,,Townhouse,5034 S 109th Ct,Tukwila,WA,98178,699000,3,2.5,Seattle,1997,1487,2017,21,350,197,Active,,,https://www.redfin.com/WA/Seattle/5034-S-109th-Ct-98178/home/22643576,NWMLS as Distributed by MLS Grid,2307613,N,Y,47.5043023,-122.2705399
MLS Listing,,Townhouse,1406 NW 64th St Unit B,Seattle,WA,98107,780000,3,2.0,Ballard,1450,777,2008,21,538,212,Active,November-24-2024 12:00 PM,November-24-2024 02:00 PM,https://www.redfin.com/WA/Seattle/1406-NW-64th-St-98107/unit-B/home/20386815,NWMLS as Distributed by MLS Grid,2306261,N,Y,47.6754262,-122.3741752
MLS Listing,,Townhouse,9933 14th Ave S Unit B-4,Seattle,WA,98108,699888,3,3.5,Seattle,2222,18676,2024,21,315,100,Active,November-24-2024 01:00 PM,November-24-2024 04:00 PM,https://www.redfin.com/WA/Seattle/9933-14th-Ave-S-98108/unit-B-4/home/192547008,NWMLS as Distributed by MLS Grid,2307575,N,Y,47.5148324,-122.3182578
MLS Listing,,Single Family Residential,5360 S Wallace St,Seattle,WA,98178,650000,3,1.0,Seattle,2160,10480,1911,21,301,,Active,,,https://www.redfin.com/WA/Seattle/5360-S-Wallace-St-98178/home/178365,NWMLS as Distributed by MLS Grid,2307537,N,Y,47.4981028,-122.2655181
MLS Listing,,Condo/Co-op,1231 5th Ave N #402,Seattle,WA,98109,1300000,3,2.0,Queen Anne,1802,,1992,21,721,1594,Active,,,https://www.redfin.com/WA/Seattle/1231-5th-Ave-N-98109/unit-402/home/72850,NWMLS as Distributed by MLS Grid,2307097,N,Y,47.630774,-122.347905
